timestamp,rainfall
2024-06-01 16:30:02.084428+00:00,0.0
2024-06-01 16:45:01.732613+00:00,0.0
2024-06-01 17:00:01.173842+00:00,0.0
2024-06-01 17:15:01.531043+00:00,0.0
2024-06-01 17:30:01.632709+00:00,0.0
2024-06-01 17:45:01.529484+00:00,0.0
2024-06-01 18:00:01.418109+00:00,0.0
2024-06-01 18:15:01.240203+00:00,0.0
2024-06-01 18:30:02.045775+00:00,0.0
2024-06-01 18:45:01.628803+00:00,0.0
2024-06-01 19:00:01.930782+00:00,0.0
2024-06-01 19:15:01.722656+00:00,0.0
2024-06-01 19:30:01.620259+00:00,0.0
2024-06-01 19:45:01.267590+00:00,0.0
2024-06-01 20:00:01.516584+00:00,0.0
2024-06-01 20:15:01.238582+00:00,0.0
2024-06-01 20:30:01.722948+00:00,0.0
2024-06-01 20:45:01.250893+00:00,0.0
2024-06-01 21:00:01.619017+00:00,0.0
2024-06-01 21:15:01.240286+00:00,0.0
2024-06-01 21:30:01.512463+00:00,0.0
2024-06-01 21:45:01.324017+00:00,0.0
2024-06-01 22:00:01.321981+00:00,0.0
2024-06-01 22:15:01.226915+00:00,0.0
2024-06-01 22:30:01.346841+00:00,0.0
2024-06-01 22:45:01.506198+00:00,0.0
2024-06-01 23:00:01.231543+00:00,0.0
2024-06-01 23:15:01.716146+00:00,0.0
2024-06-01 23:30:01.236268+00:00,0.0
2024-06-01 23:45:01.712609+00:00,0.0
2024-06-02 00:00:01.609968+00:00,0.0
2024-06-02 00:15:01.612319+00:00,0.0
2024-06-02 00:30:01.147334+00:00,0.0
2024-06-02 00:45:01.818883+00:00,0.0
2024-06-02 01:00:01.512878+00:00,0.0
2024-06-02 01:15:01.250552+00:00,0.0
2024-06-02 01:30:01.292516+00:00,0.0
2024-06-02 01:45:01.513238+00:00,0.0
2024-06-02 02:00:01.615939+00:00,0.0
2024-06-02 02:15:01.386822+00:00,0.0
2024-06-02 02:30:01.618217+00:00,0.0
2024-06-02 02:45:06.292689+00:00,0.0
2024-06-02 03:00:01.170857+00:00,0.0
2024-06-02 03:15:01.191747+00:00,0.0
2024-06-02 03:30:01.730936+00:00,0.0
2024-06-02 03:45:01.173049+00:00,0.0
2024-06-02 04:00:01.523522+00:00,0.0
2024-06-02 04:15:01.518890+00:00,0.0
2024-06-02 04:30:01.620273+00:00,0.0
2024-06-02 04:45:01.315628+00:00,0.0
2024-06-02 05:00:01.273151+00:00,0.0
2024-06-02 05:15:01.425065+00:00,0.0
2024-06-02 05:30:01.178885+00:00,0.0
2024-06-02 05:45:01.620143+00:00,0.0
2024-06-02 06:00:01.824564+00:00,0.0
2024-06-02 06:15:01.180465+00:00,0.0
2024-06-02 06:30:01.418464+00:00,0.0
2024-06-02 06:45:01.419462+00:00,0.0
2024-06-02 07:00:01.273178+00:00,0.0
2024-06-02 07:15:01.925084+00:00,0.0
2024-06-02 07:30:01.332841+00:00,0.0
2024-06-02 07:45:01.282920+00:00,0.0
2024-06-02 08:00:01.625254+00:00,0.0
2024-06-02 08:15:01.169164+00:00,0.0
2024-06-02 08:47:56.118706+00:00,0.0
2024-06-02 09:00:00.877852+00:00,0.0
2024-06-02 09:15:01.156080+00:00,0.0
2024-06-02 09:30:01.304963+00:00,0.0
2024-06-02 09:45:01.539584+00:00,0.0
2024-06-02 10:00:00.854816+00:00,0.0
2024-06-02 10:15:00.980979+00:00,0.0
2024-06-02 10:30:00.973856+00:00,0.0
2024-06-02 10:45:01.510930+00:00,0.0
2024-06-02 11:00:01.714344+00:00,0.0
2024-06-02 11:15:01.406236+00:00,0.0
2024-06-02 11:30:00.893780+00:00,0.0
2024-06-02 11:45:01.240820+00:00,0.0
2024-06-02 12:00:01.606949+00:00,0.0
2024-06-02 12:15:00.917234+00:00,0.0
2024-06-02 12:30:01.233190+00:00,0.0
2024-06-02 12:45:01.601644+00:00,0.0
2024-06-02 13:00:01.701324+00:00,0.0
2024-06-02 13:15:01.173736+00:00,0.0
2024-06-02 13:30:01.495355+00:00,0.0
2024-06-02 13:45:01.368619+00:00,0.0
2024-06-02 14:00:01.799588+00:00,0.0
2024-06-02 14:15:01.391691+00:00,0.0
2024-06-02 14:30:02.010167+00:00,0.0
2024-06-02 14:45:01.499291+00:00,0.0
2024-06-02 15:00:01.268170+00:00,0.0
2024-06-02 15:15:01.617185+00:00,0.0
2024-06-02 15:30:00.853277+00:00,0.0
2024-06-02 15:45:01.014418+00:00,0.0
2024-06-02 16:00:01.171918+00:00,0.0
2024-06-02 16:15:01.235507+00:00,0.0
2024-06-02 16:30:01.390072+00:00,0.0
2024-06-02 16:45:00.898862+00:00,0.0
2024-06-02 17:00:00.847420+00:00,0.0
