timestamp,rainfall
2024-06-10 19:00:00.113974+00:00,0.0
2024-06-10 19:15:02.867075+00:00,0.0
2024-06-10 19:30:03.592369+00:00,0.0
2024-06-10 19:45:01.219943+00:00,0.0
2024-06-10 20:00:02.219857+00:00,0.0
2024-06-10 20:15:02.848525+00:00,0.0
2024-06-10 20:30:03.086994+00:00,0.0
2024-06-10 20:45:03.062439+00:00,2.03
2024-06-10 21:00:03.068295+00:00,0.25
2024-06-10 21:15:02.231357+00:00,0.0
2024-06-10 21:30:01.209451+00:00,0.0
2024-06-10 21:45:03.543817+00:00,0.0
2024-06-10 22:00:01.927534+00:00,0.0
2024-06-10 22:15:03.220283+00:00,0.0
2024-06-10 22:30:00.629373+00:00,0.0
2024-06-10 22:45:01.355329+00:00,0.0
2024-06-10 23:00:01.666507+00:00,0.0
2024-06-10 23:15:01.634908+00:00,0.0
2024-06-10 23:30:01.521226+00:00,0.0
2024-06-10 23:45:01.015734+00:00,0.0
2024-06-11 00:00:00.240910+00:00,0.0
2024-06-11 00:15:02.509262+00:00,0.0
2024-06-11 00:30:00.812827+00:00,0.0
2024-06-11 00:45:02.414176+00:00,0.0
2024-06-11 01:00:03.781832+00:00,0.0
2024-06-11 01:15:00.734900+00:00,1.02
2024-06-11 01:30:01.136427+00:00,1.02
2024-06-11 01:45:01.107222+00:00,1.78
2024-06-11 02:00:01.307707+00:00,3.3
2024-06-11 02:15:00.714295+00:00,0.0
2024-06-11 02:30:03.634184+00:00,0.0
2024-06-11 02:45:02.500561+00:00,0.0
2024-06-11 03:00:01.158343+00:00,0.0
2024-06-11 03:15:02.539733+00:00,0.0
2024-06-11 03:30:00.124555+00:00,0.0
2024-06-11 03:45:01.025214+00:00,0.0
2024-06-11 04:00:01.722977+00:00,0.0
2024-06-11 04:15:01.620168+00:00,0.0
2024-06-11 04:30:01.618950+00:00,0.0
2024-06-11 04:45:01.370278+00:00,0.0
2024-06-11 05:00:00.752286+00:00,0.0
2024-06-11 05:15:03.295460+00:00,0.0
2024-06-11 05:30:01.783893+00:00,0.0
2024-06-11 05:45:03.561326+00:00,0.0
2024-06-11 06:00:01.238929+00:00,0.0
2024-06-11 06:15:02.295294+00:00,0.0
2024-06-11 06:30:02.863042+00:00,0.25
2024-06-11 06:45:03.041055+00:00,0.51
