timestamp,rainfall
2024-06-10 19:00:00.313798+00:00,0.0
2024-06-10 19:15:03.171048+00:00,0.0
2024-06-10 19:30:00.137994+00:00,0.0
2024-06-10 19:45:01.519743+00:00,0.0
2024-06-10 20:00:02.520793+00:00,0.0
2024-06-10 20:15:03.146349+00:00,0.0
2024-06-10 20:30:03.404400+00:00,0.0
2024-06-10 20:45:03.362972+00:00,0.0
2024-06-10 21:00:03.368115+00:00,0.0
2024-06-10 21:15:02.533077+00:00,0.0
2024-06-10 21:30:01.510678+00:00,0.0
2024-06-10 21:45:00.113569+00:00,0.25
2024-06-10 22:00:02.229248+00:00,0.0
2024-06-10 22:15:03.515034+00:00,0.0
2024-06-10 22:30:00.928539+00:00,0.0
2024-06-10 22:45:01.655365+00:00,0.0
2024-06-10 23:00:01.968763+00:00,0.0
2024-06-10 23:15:01.936294+00:00,0.0
2024-06-10 23:30:01.820519+00:00,0.0
2024-06-10 23:45:01.323269+00:00,0.0
2024-06-11 00:00:00.544545+00:00,0.0
2024-06-11 00:15:02.827683+00:00,0.0
2024-06-11 00:30:01.115362+00:00,0.0
2024-06-11 00:45:02.712746+00:00,0.0
2024-06-11 01:00:00.349384+00:00,0.0
2024-06-11 01:15:01.038492+00:00,0.0
2024-06-11 01:30:01.436400+00:00,0.76
2024-06-11 01:45:01.403663+00:00,0.76
2024-06-11 02:00:01.614063+00:00,0.0
2024-06-11 02:15:01.010249+00:00,0.0
2024-06-11 02:30:00.210832+00:00,0.0
2024-06-11 02:45:02.797206+00:00,0.0
2024-06-11 03:00:01.458676+00:00,0.0
2024-06-11 03:15:02.841507+00:00,0.0
2024-06-11 03:30:00.429397+00:00,0.0
2024-06-11 03:45:01.328241+00:00,0.0
2024-06-11 04:00:02.029674+00:00,0.0
2024-06-11 04:15:01.917737+00:00,0.0
2024-06-11 04:30:01.921805+00:00,0.0
2024-06-11 04:45:01.678873+00:00,0.0
2024-06-11 05:00:01.073411+00:00,0.0
2024-06-11 05:15:03.596256+00:00,0.0
2024-06-11 05:30:02.086270+00:00,0.0
2024-06-11 05:45:00.119784+00:00,0.0
2024-06-11 06:00:01.546921+00:00,0.0
2024-06-11 06:15:02.595012+00:00,0.0
2024-06-11 06:30:03.161603+00:00,0.0
2024-06-11 06:45:03.350277+00:00,0.0
2024-06-11 07:00:03.750811+00:00,0.0
2024-06-11 07:15:03.153278+00:00,1.02
2024-06-11 07:30:02.543880+00:00,4.57
2024-06-11 07:45:01.552926+00:00,1.52
2024-06-11 08:00:00.137542+00:00,4.57
2024-06-11 08:15:02.041715+00:00,0.51
2024-06-11 08:30:03.593516+00:00,0.25
2024-06-11 08:45:01.014886+00:00,0.0
2024-06-11 09:00:01.772695+00:00,0.0
2024-06-11 09:15:01.964720+00:00,0.0
2024-06-11 09:30:01.975279+00:00,0.0
2024-06-11 09:45:01.879756+00:00,0.0
2024-06-11 10:00:01.470153+00:00,0.0
2024-06-11 10:15:00.326368+00:00,0.0
2024-06-11 10:30:02.536037+00:00,0.0
2024-06-11 10:45:00.327343+00:00,0.0
2024-06-11 11:00:01.377468+00:00,0.0
2024-06-11 11:15:01.558156+00:00,0.0
